SERVICE_POINT_ID,SERVICE_POINT_NUMBER,SERVICE_POINT_STREET,SERVICE_POINT_CITY,SERVICE_POINT_ZIP,SERVICE_POINT_STATE,INSTALLED_AT,REMOVED_AT,CREATED,UPDATED
SP-29651707,29651707,WALKER LAKES,EAST JAMESHAVEN,14796,NY,,,2022-05-06,2022-05-06
SP-67328414,67328414,MORRIS RAPID,SILVABOROUGH,60438,NY,,,2022-05-06,2022-05-06
SP-89470280,89470280,CYNTHIA GREENS,LAKE MEREDITHSIDE,93527,NY,,,2022-05-06,2022-05-06
SP-14598355,14598355,VAZQUEZ VALLEYS,TIMOTHYBURGH,71294,NY,,,2022-05-06,2022-05-06
SP-50176438,50176438,BRITTANY CLIFFS,DAVISFORT,58971,NY,,,2022-05-06,2022-05-06
SP-78326050,78326050,PHILIP GROVES,FORDTON,27846,NY,,,2022-05-06,2022-05-06
SP-36249831,36249831,MEDINA WALKS,MOODYHAVEN,64028,NY,,,2022-05-06,2022-05-06
SP-69750169,69750169,BAXTER ALLEY,KINGSHIRE,85709,NY,,,2022-05-06,2022-05-06
SP-93012733,93012733,MATTHEW WAYS,SOUTH MICHELLEBURGH,13285,NY,,,2022-05-06,2022-05-06
SP-51870919,51870919,DENNIS VISTA,BALDWINMOUTH,59247,NY,,,2022-05-06,2022-05-06
SP-76481938,76481938,VEGA CANYON,EAST JOSHUA,78451,NY,,,2022-05-06,2022-05-06
SP-40958712,40958712,GORDON PINES,PORT ANGELA,36187,NY,,,2022-05-06,2022-05-06
SP-28460319,28460319,JORDAN TRAIL,GUZMANBURY,69852,NY,,,2022-05-06,2022-05-06
SP-67514879,67514879,ROGERS BRIDGE,SOUTH JOHNHAVEN,94076,NY,,,2022-05-06,2022-05-06
SP-89246390,89246390,SMITH CROSSING,FOWLERVILLE,52764,NY,,,2022-05-06,2022-05-06
SP-14072825,14072825,JESSE BRANCH,TIMOTHYLAND,76839,NY,,,2022-05-06,2022-05-06
SP-59907411,59907411,WADE REST,PORT JULIEFORT,40596,NY,,,2023-08-29,2023-11-07
SP-82153698,82153698,DIANA SPURS,LEWISCHESTER,29651,NY,,,2022-05-06,2022-05-06
SP-38709266,38709266,LEVINE PLAZA,LAKE RODNEY,67328,NY,,,2022-05-06,2022-05-06
SP-74691801,74691801,BRENDA JUNCTIONS,EAST MELISSAMOUTH,89470,NY,,,2022-05-06,2022-05-06
